employer,submit date,start date,case status,job title,base salary,salary to,city,state
realnetworks inc,7/3/2013,10/29/2013,certified,software development engineer,87500,,reston,va
schakra inc,9/27/2013,1/8/2014,certified,software development engineer,87547,,redmond,wa
schakra inc,10/30/2013,3/13/2014,certified,software development engineer,87547,104000,redmond,wa
microsoft corporation,11/8/2013,5/7/2014,certified,software development engineer,87547,104999,redmond,wa
microsoft corporation,11/8/2013,5/7/2014,certified,software development engineer,87547,104999,reddmond,wa
schakra inc,11/15/2013,12/2/2013,certified,software development engineer,87547,104000,redmond,wa
servicenow inc,12/11/2013,12/16/2013,certified,software development engineer,87547,127500,kirkland,wa
expedia inc,12/17/2013,12/23/2013,certified,software development engineer,87547,100000,bellevue,wa
aditi staffing llc,12/18/2013,12/30/2013,certified,software development engineer,87547,110000,seattle,wa
expedia inc,12/26/2013,1/6/2014,certified,software development engineer,87547,135000,bellevue,wa
mcafee inc,1/3/2014,1/3/2014,denied,software development engineer,87547,89800,issaquah,wa
expedia inc,1/2/2014,1/13/2014,certified,software development engineer,87547,100000,bellevue,wa
mcafee inc,1/8/2014,1/8/2014,certified,software development engineer,87547,89800,issaquah,wa
expedia inc,1/14/2014,1/27/2014,certified,software development engineer,87547,135000,bellevue,wa
expedia inc,1/29/2014,7/16/2014,certified,software development engineer,87547,100000,bellevue,wa
expedia inc,2/3/2014,7/16/2014,certified,software development engineer,87547,100000,bellevue,wa
expedia inc,2/3/2014,7/16/2014,certified,software development engineer,87547,100000,bellevue,wa
expedia inc,1/29/2014,2/10/2014,certified,software development engineer,87547,135000,bellevue,wa
expedia inc,2/28/2014,8/1/2014,certified,software development engineer,87547,135000,bellevue,wa
expedia inc,2/28/2014,8/1/2014,certified,software development engineer,87547,100000,bellevue,wa
expedia inc,2/28/2014,8/1/2014,certified,software development engineer,87547,100000,bellevue,wa
expedia inc,2/28/2014,8/1/2014,certified,software development engineer,87547,100000,bellevue,wa
expedia inc,2/28/2014,8/1/2014,certified,software development engineer,87547,100000,bellevue,wa
expedia inc,3/12/2014,3/17/2014,certified,software development engineer,87547,135000,bellevue,wa
expedia inc,3/12/2014,3/17/2014,certified,software development engineer,87547,100000,bellevue,wa
schakra inc,3/13/2014,9/12/2014,certified,software development engineer,87547,101898,redmond,wa
expedia inc,4/7/2014,7/26/2014,certified,software development engineer,87547,136350,bellevue,wa
expedia inc,4/17/2014,8/8/2014,certified,software development engineer,87547,136350,bellvue,wa
expedia inc,5/1/2014,9/21/2014,certified,software development engineer,87547,136350,bellevue,wa
expedia inc,5/1/2014,9/21/2014,certified,software development engineer,87547,136350,bellevue,wa
expedia inc,5/12/2014,9/21/2014,certified,software development engineer,87547,136350,bellevue,wa
expedia inc,5/12/2014,10/1/2014,certified,software development engineer,87547,136350,bellevue,wa
schakra inc,5/8/2014,9/22/2014,certified,software development engineer,87547,107030,redmond,wa
expedia inc,5/30/2014,10/1/2014,certified,software development engineer,87547,136350,bellevue,wa
expedia inc,6/3/2014,9/29/2014,certified,software development engineer,87547,136350,bellevue,wa
expedia inc,6/16/2014,6/23/2014,certified,software development engineer,87547,136350,bellevue,wa
egencia llc,6/4/2014,6/16/2014,certified,software development engineer,87547,136350,bellevue,wa
mcg health llc,7/31/2013,1/27/2014,certified,software development engineer,87547,97000,seattle,wa
nec enterprise communication technologies inc,6/21/2013,7/1/2013,certified,software development engineer,87550,,irving,tx
akvelon inc,2/19/2014,8/10/2014,certified,software development engineer,87600,,redmond,wa
akvelon inc,2/19/2014,8/10/2014,certified,software development engineer,87600,,redmond,wa
akvelon inc,2/19/2014,8/10/2014,certified,software development engineer,87600,,redmond,wa
akvelon inc,2/19/2014,8/10/2014,certified,software development engineer,87600,,redmond,wa
akvelon inc,3/11/2014,8/30/2014,certified,software development engineer,87600,,redmond,wa
akvelon inc,3/11/2014,8/30/2014,certified,software development engineer,87600,,redmond,wa
akvelon inc,3/11/2014,8/30/2014,certified,software development engineer,87600,,redmond,wa
akvelon inc,3/11/2014,8/30/2014,certified,software development engineer,87600,,redmond,wa
microsoft corporation,3/5/2013,9/4/2013,certified,software development engineer,87644,,redmond,wa
dassault systemes americas corp,6/11/2014,10/31/2014,certified,software development engineer,87653,,auburn hills,mi
tibco software inc,8/17/2013,10/10/2013,withdrawn,software development engineer,87818,,san jose,ca
tibco software inc,8/17/2013,10/10/2013,certified,software development engineer,87818,,san jose,ca
northwest administrators inc,12/18/2013,1/6/2014,certified,software development engineer,88000,95000,seattle,wa
chinasoft international inc,10/18/2013,10/25/2013,certified,software development engineer,88000,95000,redmond,wa
groupon inc,1/30/2014,7/27/2014,certified,software development engineer,88000,181000,seattle,wa
realnetworks inc,3/21/2014,9/20/2014,certified,software development engineer,88000,,seattle,wa
realnetworks inc,3/19/2014,4/14/2014,certified,software development engineer,88000,,seattle,wa
microsoft corporation,12/3/2012,6/1/2013,certified,software development engineer,88000,99423,redmond,wa
inovalon inc,3/4/2013,8/30/2013,withdrawn,software development engineer,88000,98000,herndon,va
alcatel-lucent usa inc,4/12/2013,10/4/2013,certified,software development engineer,88000,,murray hill,nj
innominds software inc,11/14/2014,11/21/2014,certified,software development engineer,88254,,santa clara,ca
monster worldwide inc,12/18/2013,1/6/2014,certified,software development engineer,88296,104728,maynard,ma
microsoft corporation,2/15/2013,8/15/2013,certified,software development engineer,88317,,redmond,wa
mentor graphics corporation,2/25/2014,8/7/2014,certified,software development engineer,88503,,huntsville,al
alaska airlines inc,1/7/2014,1/27/2014,certified,software development engineer,88504,109400,seattle,wa
alaska airlines inc,1/7/2014,1/27/2014,certified,software development engineer,88504,109400,seattle,wa
expedia inc,4/21/2014,5/7/2014,certified,software development engineer,88504,136350,bellevue,wa
environmental systems research institute inc,4/2/2014,9/5/2014,certified,software development engineer,88963,,redlands,ca
zillow inc,11/16/2012,4/12/2013,certified,software development engineer,89301.12,,seattle,wa
avaya inc,3/3/2014,8/11/2014,certified,software development engineer,89500,110300,santa clara,ca
microsoft corporation,8/22/2013,2/21/2014,certified,software development engineer,89854,,redmond,wa
philips electronics north america corporation,9/30/2014,10/1/2014,certified,software development engineer,90000,,foster city,ca
smartek21 llc,11/3/2014,11/19/2014,certified,software development engineer,90000,,kirkland,wa
citrix systems inc,11/13/2014,12/8/2014,certified,software development engineer,90000,100000,santa clara,ca
exadel inc,11/22/2011,11/23/2011,withdrawn,software development engineer,90000,,chicago,il
audiencescience inc,3/21/2014,9/20/2014,certified,software development engineer,90000,,bellevue,wa
sysintelli inc,1/20/2014,4/30/2014,certified,software development engineer,90000,,redmond,wa
alcatel-lucent usa inc,9/30/2013,11/1/2013,certified,software development engineer,90000,140000,naperville,il
alcatel-lucent usa inc,9/30/2013,11/1/2013,certified,software development engineer,90000,140000,naperville,ca
chinasoft international inc,12/9/2013,1/2/2014,certified,software development engineer,90000,98000,redmond,wa
microsoft corporation,2/3/2014,7/29/2014,certified,software development engineer,90000,,durham,nc
amazon corporate llc,2/14/2014,8/14/2014,withdrawn,software development engineer,90000,120000,seattle,wa
dell usa lp,2/11/2014,2/24/2014,certified,software development engineer,90000,,round rock,tx
akvelon inc,2/19/2014,8/10/2014,certified,software development engineer,90000,,redmond,wa
amazon corporate llc,2/19/2014,8/19/2014,certified,software development engineer,90000,120000,seattle,wa
the rubicon project inc,2/24/2014,8/21/2014,certified,software development engineer,90000,120000,los angeles,ca
&yet llc,2/25/2014,8/24/2014,denied,software development engineer,90000,,richland,wa
acclivity nyc llc,2/28/2014,8/24/2014,certified,software development engineer,90000,,new york,ny
akvelon inc,3/11/2014,8/30/2014,certified,software development engineer,90000,,redmond,wa
audible inc,3/6/2014,9/5/2014,certified,software development engineer,90000,,newark,nj
cyberz usa inc,3/17/2014,4/1/2014,certified,software development engineer,90000,,san francisco,ny
andyet llc,3/6/2014,9/2/2014,certified,software development engineer,90000,,richland,wa
green hills software inc,3/17/2014,9/10/2014,certified,software development engineer,90000,160000,santa barbara,ca
exadel inc,3/13/2014,9/12/2014,certified,software development engineer,90000,,walnut creek,ca
exadel inc,3/13/2014,9/12/2014,certified,software development engineer,90000,,walnut creek,ca
exadel inc,3/13/2014,9/12/2014,certified,software development engineer,90000,,walnut creek,ca
audible inc,3/14/2014,9/10/2014,certified,software development engineer,90000,,seattle,wa
audible inc,3/19/2014,9/17/2014,certified,software development engineer,90000,,cambridge,ma
audible inc,3/20/2014,9/19/2014,certified,software development engineer,90000,,newark,nj
mentor graphics corporation,3/21/2014,9/20/2014,certified,software development engineer,90000,,fremont,ca
blunk microsystems llc,4/7/2014,10/1/2014,certified,software development engineer,90000,,san jose,ca
express scripts services co,4/16/2014,6/16/2014,certified,software development engineer,90000,120000,st. louis,mo
express scripts services co,4/23/2014,6/16/2014,certified,software development engineer,90000,125000,st. louis,mo
a2z development center inc,6/11/2014,7/14/2014,certified,software development engineer,90000,125000,san francisco,ca
remitly inc,7/1/2014,7/15/2014,certified,software development engineer,90000,,seattle,wa
zf steering systems llc,8/29/2014,9/8/2014,certified,software development engineer,90000,,northville,mi
fortinet inc,9/10/2014,9/18/2014,certified,software development engineer,90000,,sunnyvale,ca
boxspy llc,9/11/2014,9/15/2014,denied,software development engineer,90000,110000,redmond,wa
oslo solutions llc,1/12/2013,1/12/2013,certified,software development engineer,90000,,issaquah,wa
alcatel-lucent usa inc,1/16/2013,2/11/2013,certified,software development engineer,90000,90000,plano,tx
audible inc,1/28/2013,3/18/2013,certified,software development engineer,90000,,newark,nj
apple inc,2/12/2013,7/5/2013,certified,software development engineer,90000,,cupertino,ca
intuit inc,2/15/2013,8/14/2013,certified,software development engineer,90000,,mountain view,ca
bruker nano inc,2/26/2013,8/24/2013,certified,software development engineer,90000,,santa barbara,ca
azimuth systems inc,3/4/2013,3/11/2013,certified,software development engineer,90000,,san jose,ca
unitrends inc,3/6/2013,5/19/2013,certified,software development engineer,90000,,columbia,sc
terra technology llc,3/11/2013,3/20/2013,certified,software development engineer,90000,,schaumburg,il
htc america innovation inc,3/13/2013,9/11/2013,certified,software development engineer,90000,,seattle,wa
iconics inc,3/18/2013,9/17/2013,certified,software development engineer,90000,,foxborough,ma
freshrealm llc,3/19/2013,8/30/2013,certified,software development engineer,90000,,ventura,ca
smartek21 llc,3/19/2013,9/18/2013,certified,software development engineer,90000,,palo alto,ca
smartek21 llc,3/21/2013,9/20/2013,certified,software development engineer,90000,,palo alto,ca
redfin corporation,3/23/2013,9/20/2013,certified,software development engineer,90000,,seattle,wa
audible inc,3/28/2013,9/27/2013,certified,software development engineer,90000,,newark,nj
sigmatek systems international llc,5/17/2013,9/20/2013,certified,software development engineer,90000,,cincinnati,oh
globys inc,8/6/2013,8/15/2013,certified,software development engineer,90000,,seattle,wa
expedia inc,2/7/2013,8/7/2013,certified,software development engineer,91062,95000,bellevue,wa
servicenow inc,5/3/2013,5/13/2013,certified,software development engineer,91062,127500,kirkland,wa
mentor graphics corporation,2/28/2013,8/8/2013,certified,software development engineer,91064,,huntsville,al
microsoft corporation,11/27/2012,3/2/2013,certified,software development engineer,91236,,fargo,nd
nexgen compliance solutions llc,2/25/2013,3/15/2013,certified,software development engineer,91707,,middletown,ri
microsoft corporation,4/1/2013,10/1/2013,certified,software development engineer,91997,,redmond,wa
dassault systemes simulia corp,10/25/2013,11/4/2013,certified,software development engineer,92000,,providence,ri
groupon inc,3/8/2013,9/5/2013,certified,software development engineer,92000,125000,seattle,wa
volkswagen group of america inc,3/19/2013,9/18/2013,certified,software development engineer,92000,,belmont,ca
groupon inc,6/26/2013,7/15/2013,certified,software development engineer,92000,125000,seattle,wa
fujitsu network communications inc,1/10/2014,1/25/2014,certified,software development engineer,92155,123166,richardson,tx
microsoft corporation,4/21/2014,9/13/2014,certified,software development engineer,92220,,redmond,wa
apple inc,7/24/2014,8/1/2014,certified,software development engineer,92477,109000,grapevine,tx
sugarcrm inc,3/5/2014,4/1/2014,certified,software development engineer,92746.35,,arlington heights,il
boku inc,11/9/2012,11/9/2012,certified,software development engineer,92789,97500,san francisco,ca
philips medical systems mr inc,12/12/2012,12/16/2012,certified,software development engineer,92789,105000,foster city,ca
philips medical systems mr inc,3/5/2013,9/3/2013,certified,software development engineer,92789,110600,foster city,ca
exadel inc,3/19/2013,3/25/2013,certified,software development engineer,92789,,redwood city,ca
expedia inc,2/3/2014,7/16/2014,certified,software development engineer,92872,117000,bellevue,wa
expedia inc,2/28/2014,8/1/2014,certified,software development engineer,92872,100000,bellevue,wa
expedia inc,6/10/2014,6/23/2014,certified,software development engineer,92872,136350,bellevue,wa
servicenow inc,9/6/2013,9/16/2013,certified,software development engineer,92872,108000,kirkland,wa
thomson reuters (markets) llc,10/15/2014,4/8/2015,certified,software development engineer,92880,,brookfield,wi
microsoft corporation,3/19/2014,8/22/2014,certified,software development engineer,92912,,redmond,wa
microsoft corporation,6/19/2013,12/19/2013,certified,software development engineer,92912,,redmond,wa
microsoft corporation,1/7/2013,6/14/2013,certified,software development engineer,92938,,redmond,wa
alcatel-lucent usa inc,3/4/2014,8/23/2014,certified,software development engineer,93000,93000,calabasas,ca
microsoft corporation,1/24/2013,7/16/2013,certified,software development engineer,93000,99999,redmond,wa
servicenow inc,2/28/2013,3/4/2013,certified,software development engineer,93000,115000,kirkland,wa
sonicwall inc,3/19/2014,9/18/2014,certified,software development engineer,93066,,san jose,ca
hitachi data systems corporation,12/17/2014,1/5/2015,certified,software development engineer,93079,116000,santa clara,ca
load dynamix inc,6/26/2014,12/1/2014,certified,software development engineer,93100,100000,santa clara,ca
swifttest inc,6/26/2014,12/1/2014,certified,software development engineer,93100,100000,santa clara,ca
microsoft corporation,2/26/2013,8/27/2013,certified,software development engineer,93114,,bellevue,wa
microsoft corporation,5/21/2013,9/1/2013,certified,software development engineer,93114,,redmond,wa
microsoft corporation,7/23/2013,1/21/2014,certified,software development engineer,93152,,redmond,wa
boku inc,9/30/2013,10/14/2013,certified,software development engineer,93267,110000,san francisco,ca
boku inc,3/13/2014,9/11/2014,certified,software development engineer,93267,136000,san francisco,ca
fujitsu network communications inc,12/21/2012,12/31/2012,certified,software development engineer,93600,,richardson,tx
idc technologies inc,5/8/2013,5/15/2013,certified,software development engineer,93600,,milpitas,ca
prithvi catalytic inc,8/26/2013,9/27/2013,certified,software development engineer,93600,,redmond,wa
expedia inc,7/23/2014,8/4/2014,certified,software development engineer,93621,136350,bellevue,wa
microsoft corporation,3/22/2013,9/21/2013,certified,software development engineer,93860,,redmond,wa
microsoft corporation,10/27/2012,3/19/2013,certified,software development engineer,93983,,redmond,wa
microsoft corporation,3/24/2014,9/10/2014,certified,software development engineer,94064,,redmond,wa
expedia inc,10/27/2014,11/3/2014,certified,software development engineer,94162,100000,san francisco,ca
microsoft corporation,3/18/2014,9/10/2014,certified,software development engineer,94213,,redmond,wa
microsoft corporation,5/1/2014,10/1/2014,certified,software development engineer,94213,,redmond,wa
linked consulting inc,8/13/2014,9/10/2014,certified,software development engineer,94500,,redmond,wa
microsoft corporation,3/5/2013,4/1/2013,withdrawn,software development engineer,94604,,bellevue,wa
lattice semiconductor corporation,4/16/2013,10/1/2013,certified,software development engineer,94672,,san jose,ca
chinasoft international inc,3/13/2014,9/12/2014,certified,software development engineer,95000,120000,redmond,wa
solutions quest llc,11/11/2013,1/16/2014,certified,software development engineer,95000,,portland,or
microsoft corporation,12/16/2013,6/13/2014,certified,software development engineer,95000,,redmond,wa
groupon inc,1/29/2014,7/16/2014,certified,software development engineer,95000,181000,seattle,wa
a2z development center inc,4/23/2014,10/1/2014,certified,software development engineer,95000,125000,san francisco,ca
microsoft corporation,2/6/2014,8/4/2014,certified,software development engineer,95000,,bellevue,wa
az2 development center inc,2/15/2014,8/14/2014,withdrawn,software development engineer,95000,125000,san francisco,ca
a2z development center inc,2/19/2014,8/14/2014,certified,software development engineer,95000,125000,san francisco,ca
microsoft corporation,2/26/2014,8/25/2014,certified,software development engineer,95000,,bellevue,wa
zillow inc,3/7/2014,9/6/2014,certified,software development engineer,95000,,san francisco,ca
apple inc,3/14/2014,9/12/2014,certified,software development engineer,95000,150000,cupertino,ca
alcatel-lucent usa inc,3/18/2014,9/10/2014,certified,software development engineer,95000,125000,raleigh,nc
mentor graphics corporation,3/21/2014,9/20/2014,certified,software development engineer,95000,,fremont,ca
asurion llc,3/27/2014,3/27/2014,certified,software development engineer,95000,,atlanta,ga
asurion llc,5/20/2014,5/20/2014,certified,software development engineer,95000,,atlanta,ga
egencia llc,5/30/2014,6/9/2014,certified,software development engineer,95000,121220,bellevue,wa
a2z development center inc,6/25/2014,7/7/2014,certified,software development engineer,95000,125000,san francisco,ca
a2z development center inc,6/25/2014,7/7/2014,certified,software development engineer,95000,125000,san francisco,ca
impac medical systems inc,9/5/2014,9/15/2014,certified,software development engineer,95000,140000,sunnyvale,ca
impac medical systems inc,9/5/2014,9/15/2014,certified,software development engineer,95000,140000,sunnyvale,ca
impac medical systems inc,9/5/2014,9/15/2014,certified,software development engineer,95000,140000,sunnyvale,ca
symbolic technologies,9/16/2014,9/22/2014,certified,software development engineer,95000,,edison,nj
microsoft corporation,9/11/2014,9/19/2014,certified,software development engineer,95000,,redmond,wa
microsoft corporation,9/27/2012,10/8/2012,certified,software development engineer,95000,,bellevue,wa
microsoft corporation,10/9/2012,11/26/2012,certified,software development engineer,95000,,bellevue,wa
alcatel-lucent usa inc,10/25/2012,11/19/2012,certified,software development engineer,95000,95000,mountain view,ca
microsoft corporation,11/2/2012,11/12/2012,certified,software development engineer,95000,,bellevue,wa
microsoft corporation,11/16/2012,11/26/2012,certified,software development engineer,95000,,bellevue,wa
microsoft corporation,11/28/2012,11/28/2012,withdrawn,software development engineer,95000,,redmond,wa
microsoft corporation,11/27/2012,12/17/2012,certified,software development engineer,95000,,redmond,wa
microsoft corporation,12/11/2012,1/1/2013,certified,software development engineer,95000,,redmond,wa
microsoft corporation,1/2/2013,7/1/2013,certified,software development engineer,95000,,redmond,wa
microsoft corporation,1/2/2013,3/4/2013,certified,software development engineer,95000,,bellevue,wa
microsoft corporation,2/13/2013,2/21/2013,certified,software development engineer,95000,,redmond,wa
microsoft corporation,3/6/2013,9/1/2013,certified,software development engineer,95000,,redmond,wa
microsoft corporation,3/15/2013,4/1/2013,certified,software development engineer,95000,,bellevue,wa
audible inc,3/21/2013,9/20/2013,certified,software development engineer,95000,,newark,nj
governmentjobscom inc,5/10/2013,5/20/2013,certified,software development engineer,95000,,el segundo,ca
a2z development center inc,6/20/2013,7/29/2013,certified,software development engineer,95000,125000,san francisco,ca
a2z development center inc,7/3/2013,7/18/2013,certified,software development engineer,95000,150000,san francisco,ca
microsoft corporation,7/17/2013,8/26/2013,certified,software development engineer,95000,,bellevue,wa
asurion llc,8/30/2013,9/30/2013,certified,software development engineer,95000,,atlanta,ga
microsoft corporation,11/6/2012,12/28/2012,certified,software development engineer,95003,,bellevue,wa
microsoft corporation,4/1/2013,10/1/2013,certified,software development engineer,95003,,redmond,wa
microsoft corporation,8/14/2013,1/24/2014,certified,software development engineer,95015,,redmond,wa
microsoft corporation,5/22/2014,10/1/2014,certified,software development engineer,95193,,redmond,wa
expedia inc,11/4/2014,11/10/2014,certified,software development engineer,95298,102000,bellevue,wa
expedia inc,8/6/2014,8/11/2014,certified,software development engineer,95298,130000,bellevue,wa
avaya inc,4/12/2013,4/17/2013,certified,software development engineer,95380,,westminster,co
mitchell international inc,7/18/2014,12/24/2014,certified,software development engineer,95389.2,,san francisco,ca
microsoft corporation,10/18/2012,12/20/2012,certified,software development engineer,95617,,redmond,wa
microsoft corporation,8/7/2013,2/6/2014,certified,software development engineer,95713,,redmond,wa
dell software inc,5/15/2014,5/26/2014,certified,software development engineer,95959,,santa clara,ca
microsoft corporation,7/14/2014,8/7/2014,certified,software development engineer,95998,,bellevue,wa
servicenow inc,10/21/2013,10/28/2013,certified,software development engineer,96000,160000,kirkland,wa
microsoft corporation,11/7/2013,11/25/2013,certified,software development engineer,96000,,redmond,wa
chinasoft international inc,8/5/2014,11/2/2014,certified,software development engineer,96000,102000,redmond,wa
mcafee inc,11/30/2012,5/27/2013,certified,software development engineer,96034,128000,santa clara,ca
microsoft corporation,9/16/2014,2/7/2015,certified,software development engineer,96140,,bellevue,wa
microsoft corporation,6/13/2014,11/1/2014,certified,software development engineer,96140,,redmond,wa
microsoft corporation,8/1/2014,8/29/2014,certified,software development engineer,96140,,seattle,wa
microsoft corporation,9/13/2013,9/23/2013,certified,software development engineer,96140,,bellevue,wa
microsoft corporation,12/26/2012,3/11/2013,certified,software development engineer,96149,,fargo,nd
technosoft corporation,12/29/2013,1/10/2014,certified,software development engineer,96200,,harrisburgh,pa
microsoft corporation,4/21/2014,9/15/2014,certified,software development engineer,96257,,redmond,wa
microsoft corporation,5/5/2014,10/1/2014,certified,software development engineer,96257,,redmond,wa
microsoft corporation,6/24/2014,10/1/2014,certified,software development engineer,96257,,redmond,wa
hyundai autoever america llc,9/2/2014,2/2/2015,certified,software development engineer,96340,,fountain valley,ca
citrix systems inc,3/19/2013,9/14/2013,certified,software development engineer,96502,101000,santa clara,ca
sugarcrm inc,3/13/2013,9/12/2013,certified,software development engineer,96546,,cupertino,ca
cymer llc,2/28/2014,8/18/2014,certified,software development engineer,96616,141200,san diego,ca
microsoft corporation,2/22/2013,3/11/2013,certified,software development engineer,96764,,redmond,wa
microsoft corporation,3/13/2013,8/6/2013,withdrawn,software development engineer,96764,,redmond,wa
mcafee inc,7/15/2013,7/22/2013,certified,software development engineer,96845,128000,santa clara,ca
microsoft corporation,9/23/2014,2/6/2015,certified,software development engineer,96900,,redmond,wa
microsoft corporation,1/8/2013,4/7/2013,certified,software development engineer,96933,,redmond,wa
yahoo! inc,9/24/2014,10/1/2014,certified,software development engineer,96940,136000,sunnyvale,ca
microsoft corporation,12/18/2013,12/23/2013,certified,software development engineer,97000,,palo alto,ca
amadeus north america inc,3/6/2014,9/5/2014,certified,software development engineer,97000,,waltham,ma
dell products lp,3/10/2014,9/6/2014,certified,software development engineer,97000,,santa clara,ca
alcatel-lucent usa inc,5/8/2014,9/30/2014,certified,software development engineer,97000,97000,mountain view,ca
inrix inc,2/28/2013,3/11/2013,certified,software development engineer,97000,,kirkland,wa
a2z development center inc,6/4/2013,6/17/2013,certified,software development engineer,97000,,irvine,ca
microsoft corporation,7/2/2013,7/2/2013,withdrawn,software development engineer,97000,,bellevue,wa
microsoft corporation,7/4/2013,7/4/2013,certified,software development engineer,97000,,bellevue,wa
audible inc,3/10/2014,9/5/2014,certified,software development engineer,97050,,newark,nj
microsoft corporation,7/9/2013,10/8/2013,certified,software development engineer,97196,,bellevue,wa
expedia inc,9/26/2014,10/6/2014,certified,software development engineer,97219,130000,bellevue,wa
expedia inc,9/30/2014,10/6/2014,certified,software development engineer,97219,130000,bellevue,wa
egencia llc,12/9/2014,12/22/2014,certified,software development engineer,97219,118000,bellevue,wa
expedia inc,7/14/2014,11/7/2014,certified,software development engineer,97219,136350,bellevue,wa
expedia inc,8/20/2014,9/1/2014,certified,software development engineer,97219,130000,bellevue,wa
expedia inc,9/8/2014,9/15/2014,certified,software development engineer,97219,102000,bellevue,wa
isoftstone inc,9/12/2014,10/1/2014,certified,software development engineer,97219,115420,seattle,wa
expedia inc,9/23/2014,10/6/2014,certified,software development engineer,97219,130000,bellevue,wa
microsoft corporation,10/17/2012,2/1/2013,certified,software development engineer,97457,,redmond,wa
microsoft corporation,9/19/2013,9/25/2013,certified,software development engineer,97500,,durham,nc
philips electronics north america corporation,6/3/2013,10/1/2013,certified,software development engineer,97699,,andover,ma
microsoft corporation,10/27/2012,11/9/2012,certified,software development engineer,97850,,redmond,wa
microsoft corporation,4/15/2013,4/22/2013,certified,software development engineer,97850,,bellevue,wa
sysintelli inc,12/9/2014,4/30/2015,certified,software development engineer,98000,,redmond,wa
akvelon inc,9/26/2013,12/31/2013,certified,software development engineer,98000,,bellevue,wa
dassault systemes simulia corp,3/3/2014,9/1/2014,certified,software development engineer,98000,,providence,ri
frontrange solutions usa inc,12/12/2012,12/12/2012,certified,software development engineer,98000,,milpitas,ca
smartek21 llc,4/23/2013,5/1/2013,certified,software development engineer,98000,,kirkland,wa
microsoft corporation,10/29/2013,10/29/2013,certified,software development engineer,98040,,bellevue,wa
microsoft corporation,12/10/2013,6/6/2014,certified,software development engineer,98040,,bellevue,wa
microsoft corporation,9/4/2014,2/6/2015,certified,software development engineer,98040,,redmond,wa
microsoft corporation,2/12/2014,6/21/2014,certified,software development engineer,98040,,redmond,wa
microsoft corporation,4/14/2014,7/25/2014,certified,software development engineer,98040,,redmond,wa
microsoft corporation,5/7/2014,9/1/2014,certified,software development engineer,98040,,redmond,wa
microsoft corporation,8/28/2014,12/14/2014,certified,software development engineer,98040,,redmond,wa
sv it inc,8/26/2014,10/14/2014,certified,software development engineer,98115,,redmond,wa
sv it inc,9/19/2014,10/14/2014,certified,software development engineer,98115,,redmond,wa
3m company,2/5/2014,7/26/2014,certified,software development engineer,98139.58,98139.58,austin,tx
microsoft corporation,3/26/2013,9/7/2013,certified,software development engineer,98157,,redmond,wa
microsoft corporation,12/18/2012,5/12/2013,certified,software development engineer,98227,,bellevue,wa
dell products lp,1/15/2014,7/16/2014,certified,software development engineer,98333.75,,santa clara,ca
alcatel-lucent usa inc,2/13/2013,8/10/2013,certified,software development engineer,98420,120000,mountain view,ca
quidsi inc,2/25/2014,8/24/2014,certified,software development engineer,98500,,jersey city,nj
microsoft corporation,9/26/2012,2/1/2013,certified,software development engineer,98670,,redmond,wa
smartek21 llc,12/6/2013,12/31/2013,certified,software development engineer,98675,,palo alto,ca
mcafee inc,1/15/2014,1/27/2014,certified,software development engineer,98675,128000,santa clara,ca
alcatel-lucent usa inc,2/11/2014,8/1/2014,certified,software development engineer,98675,120000,mountain view,ca
mcafee inc,3/7/2014,9/3/2014,certified,software development engineer,98675,128000,santa clara,ca
riverbed technology inc,4/9/2014,10/2/2014,certified,software development engineer,98675,108000,san francisco,ca
mcafee inc,5/20/2014,5/27/2014,certified,software development engineer,98675,121500,santa clara,ca
mcafee inc,6/2/2014,6/16/2014,certified,software development engineer,98675,121500,santa clara,ca
mcafee inc,7/9/2013,7/22/2013,certified,software development engineer,98675,128000,santa clara,ca
servicenow inc,9/9/2013,9/16/2013,certified,software development engineer,98675,160000,santa clara,ca
microsoft corporation,10/30/2012,2/1/2013,certified,software development engineer,98755,,redmond,wa
microsoft corporation,3/14/2013,9/13/2013,certified,software development engineer,98755,,redmond,wa
microsoft corporation,8/4/2014,12/12/2014,certified,software development engineer,98776,,redmond,wa
philips medical systems mr inc,9/27/2014,10/25/2014,certified,software development engineer,98800,107800,foster city,ca
microsoft corporation,2/8/2013,4/30/2013,certified,software development engineer,98800,,bellevue,wa
mindtree limited,5/13/2014,5/15/2014,certified,software development engineer,98987,,redmond,wa
dell usa lp,1/15/2014,7/16/2014,certified,software development engineer,99280,,santa clara,ca
microsoft corporation,12/3/2012,6/1/2013,certified,software development engineer,99424,112589,redmond,wa
microsoft corporation,8/9/2013,1/20/2014,certified,software development engineer,99452,,redmond,wa
realnetworks inc,1/22/2013,5/10/2013,certified,software development engineer,99500,,seattle,wa
microsoft corporation,3/5/2013,3/25/2013,certified,software development engineer,99597,,redmond,wa
microsoft corporation,6/7/2013,9/4/2013,certified,software development engineer,99649,,redmond,wa
microsoft corporation,4/1/2013,10/1/2013,certified,software development engineer,99700,,redmond,wa
microsoft corporation,7/29/2014,11/15/2014,certified,software development engineer,99779,,bellevue,wa
microsoft corporation,4/23/2014,8/9/2014,certified,software development engineer,99962,,bellevue,wa
microsoft corporation,2/15/2013,5/25/2013,certified,software development engineer,99997,,redmond,wa
calsoft labs inc,10/2/2014,11/10/2014,certified,software development engineer,100000,,bridgewater,ca
